date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert
2024-01-22,monday,guney,4.88,43,dinner,tutmac corba,misket kofte,etsiz kapuska,"soslu makarna, sebzeli pirinc pilavi","kazandibi, gazoz, meyve"
2024-01-23,tuesday,guney,4.63,38,dinner,kabak corba,etli barbunya,zy.barbunya,"soslu makarna, bulgur pilavi","yogurt, salata, meyve"
2024-01-24,wednesday,guney,4.1,31,dinner,kafkas corba,cin usulu  tavuk sote,bugdayli pazi,"arpa sehriye pilavi, bulgur pilavi","yogurt, salata, limonata"
2024-01-25,thursday,guney,6.66,31,dinner,sebze corba,firin tavuk but,harput kofte,spagetti makarna,"gazoz, havuc tarator, meyve"
2024-01-26,friday,guney,3.76,20,dinner,yayla corba,beef navarin,zy.barbunya,bulgur pilavi,"coleslaw salata, portakalli gazoz, sekerpare"
2024-01-27,saturday,guney,5.3,14,dinner,mercimek corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, cevizli eriste","salata, meyve, kemalpasa"
2024-01-28,sunday,guney,3.06,18,dinner,toyga corba,bahcivan kebabi,zy.mantar,meyhane pilavi,"mor salata, meyve, soda"
2024-01-29,monday,guney,2.43,28,dinner,kabak corba,meksika soslu tavuk,zy.brokoli,zerdecalli makarna,"kazandibi, gazoz, mevsim salata"
2024-01-30,tuesday,guney,3.76,28,dinner,andaloz corba,firin kofte + patates,harput kofte,soslu makarna,"salata, meyve, ayran"
2024-01-31,wednesday,guney,5.26,34,dinner,ezogelin corba,tavuk schnitzel,zy. bruksel lahanasi,spagetti makarna,"ayran, meyve, pembe sultan"
2024-02-01,thursday,guney,2.13,36,dinner,domates corba,etli nohut,etsiz nohut,bulgur pilavi,"yogurt, tursu, salata"
2024-02-02,friday,guney,6.2,0,dinner,tarhana corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, fanta, meyve"
2024-02-03,saturday,guney,3.03,30,dinner,naneli yogurt corba,tavuk kok kanat,zy.orbit fasulye,bulgur pilavi,"ayran, humus, salata"
2024-02-04,sunday,guney,8.08,33,dinner,mahluta corba,pizza + patates,mucver,"sogan halkasi, zy.barbunya","kazandibi, gazoz, meyve"
2024-02-05,monday,guney,12.51,42,dinner,sef'in corbasi,elbasan tava,sebze graten,"nohutlu pirinc pilavi, mercimekli bulgur pilavi","salata, meyve, fanta"
2024-02-06,tuesday,guney,11.08,57,dinner,antep corba,etli manti,vejetaryen manti,"zy.barbunya, zy. bruksel lahana","soda, soslu muhallebi, salata"
2024-02-07,wednesday,guney,14.11,64,dinner,tarhana corba,etli kuru fasulye,gemici usulu kuru fasulye,bulgur pilavi,"yogurt, tursu, meyve"
2024-02-08,thursday,guney,12.61,64,dinner,koylu corba,etli guvec,sebze guvec,"sehriyeli pirinc pilavi, nohutlu bulgur pilavi","yogurt, meyve, gazoz"
2024-02-09,friday,guney,11.7,96,dinner,yayla corba,etli bezelye,bezelye yemegi,su boregi,"mor salata, meyve, fanta"
2024-02-10,saturday,guney,15.11,237,dinner,ezogelin corba,pilic nugget,zy.karnabahar,zerdecalli makarna,"tulumba tatlisi, meyve, soda"
2024-02-11,sunday,guney,13.53,255,dinner,koylu corba,kiymali yesil mercimek,yesil mercimek,gul boregi,"mevsim salata, meyve, limonata"
2024-02-12,monday,guney,11.51,444,dinner,antep corba,kis turlusu,sebze sote,bulgur pilavi,"soda, yesil salata, meyve"
2024-02-13,tuesday,guney,6.96,414,dinner,alaca corba,etli bezelye,bezelye yemegi,eriste,"yogurt, mevsim salata, meyve"
2024-02-14,wednesday,guney,7.5,275,dinner,ezogelin corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, meyve, cevizli kadayif"
2024-02-15,thursday,guney,6.46,161,dinner,sehriye corba,orman kebabi,zy.enginar,"zerdecalli pirinc pilavi, bulgur pilavi","haydari, meyve, limonata"
2024-02-16,friday,guney,6.13,290,dinner,mercimek corba,etli mantar sote,mantar sote,"nohutlu pirinc pilavi, soslu makarna","profiterol, mevsim salata, gazoz"
2024-02-17,saturday,guney,5.88,182,dinner,mahluta corba,ankara tava,mucver,"zy.kereviz, zy. brokoli","soda, meyve, coleslaw salata"
2024-02-18,sunday,guney,4.08,207,dinner,elvankiz corba,misket kofte,zy. bruksel lahanasi,soslu makarna,"kazandibi, mevsim salata, soda"
2024-02-19,monday,guney,6.13,498,dinner,mahluta corba,kibrit kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, soda, meyve"
2024-02-20,tuesday,guney,4.13,654,dinner,sifa corba,tas kebabi,falafel,bulgur pilavi,"tulumba tatlisi, mevsim salata, meyve"
2024-02-21,wednesday,guney,3.23,619,dinner,brokoli corba,firin kofte,harput kofte,peynirli makarna,"ayran, meyve, mevsim salata"
2024-02-22,thursday,guney,4.6,680,dinner,andaloz corba,pilic emense,bugdayli pazi,soslu makarna,"meyve, soda, coleslaw salata"
2024-02-23,friday,guney,10.2,140,dinner,toyga corba,kiymali yesil mercimek,yesil mercimek yemegi,su boregi,"cilekli puding, mevsim salata, soda"
2024-02-24,saturday,guney,10.53,156,dinner,sef'in corbasi,etli taze fasulye,taze fasulye,spagetti makarna,"soda, meyve, komposto"
2024-02-25,sunday,guney,10.8,370,dinner,safak corba,tavuk schnitzel,zy.karnabahar,"nohutlu pirinc pilavi, soslu makarna","gazoz, haydari, meyve"
2024-02-26,monday,guney,7.6,514,dinner,andaloz corba,etli guvec,sebze guvec,bulgur pilavi,"ayran, meyve, mevsim salata"
2024-02-27,tuesday,guney,6.13,568,dinner,alaca corba,,zy. patlican dolma,"su boregi, soslu makarna","cevizli kadayif, mevsim salata, soda"
2024-02-28,wednesday,guney,6.98,515,dinner,mercimek corba,etli nohut,etsiz nohut,sebzeli bulgur pilavi,"tursu, yogurt, meyve"
2024-02-29,thursday,guney,7.23,330,dinner,sehriye corba,kiymali ispanak,bugdayli nohutlu ispanak,"gul boregi, soslu makarna","muzlu puding, mevsim salata, soda"
2024-03-01,friday,guney,6.96,406,dinner,tarhana corba,pureli tas kebabi,patlican yemegi,"bulgur pilavi, gokkusagi pilavi","meyve, salata, soda"
2024-03-02,saturday,guney,7.53,101,dinner,andaloz corba,kiymali ispanak,ispanak yemegi,"gul boregi, eriste","meyve, muzlu puding, limonata"
2024-03-03,sunday,guney,6.53,263,dinner,antep corba,etli yaprak sarma,zy.yaprak sarma,"soslu makarna, su boregi","tavuk gogsu, mor salata, soda"
2024-03-04,monday,guney,7.58,709,dinner,mercimek corba,firin tavuk but,pirasa yemegi,"melek pilavi, soslu makarna","meyve, coleslaw salata, soda"
2024-03-05,tuesday,guney,7.73,437,dinner,tarhana corba,izmir kofte,zy.brokoli,eriste,"meyve, ayran, salata"
2024-03-06,wednesday,guney,6.16,304,dinner,sehriye corba,kiymali yesil mercimek,yesil mercimek yemegi,bulgur pilavi,"salata, ayran, soda"
2024-03-07,thursday,guney,5.78,650,dinner,toyga corba,cordon bleu,harput kofte,"soslu spagetti, melek pilavi","meyve, tabule, kazandibi"
2024-03-08,friday,guney,5.86,221,dinner,mahluta corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","limonata, hosmerim, meyve"
2024-03-09,saturday,guney,4.48,72,dinner,anadolu corbasi,izmir kofte,zy. bruksel lahanasi,yesil mercimekli bulgur pilavi,"ayran, mevsim salata, meyve"
2024-03-10,sunday,guney,6.88,241,dinner,alaca corba,tepsi kebabi,zy. kereviz,bulgur pilavi,"kisir, tulumba tatlisi, soda"
2024-03-11,monday,guney,12.05,482,dinner,sebze corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, zerde, yogurt"
2024-03-12,tuesday,guney,11.86,480,dinner,antep corba,kekikli misket kofte,harput kofte,"eriste, gokkusagi pilavi","ayran, mor salata, meyve"
2024-03-13,wednesday,guney,8.51,577,dinner,mantar corba,pilic topkapi,zy.enginar,"zy. orbit fasulye, saksuka","ayran, cevizli baklava, mor salata"
2024-03-14,thursday,guney,8.78,480,dinner,tutmac corba,macar gulas,falafel,"spagetti makarna, zerdecalli pirinc pilavi","meyve, soda, piyaz"
2024-03-15,friday,guney,4.96,390,dinner,safak corba,mantar soslu tavuk sinitzel,mantar sote,"soslu makarna, bulgur pilavi","hayrabolu tatlisi, gazoz, meyve"
2024-03-16,saturday,guney,6.1,226,dinner,naneli yogurt corba,salcali firin kofte,harput kofte,"spagetti makarna, melek pilavi","fanta, mevsim salata, tulumba tatlisi"
2024-03-17,sunday,guney,6.56,297,dinner,domates corba,tavuk baget haslama,sebze buketi,"soslu makarna, kus uzumlu pirinc pilavi","limonata, meyve, cig kofte"
2024-03-18,monday,guney,7.7,544,dinner,antep corba,et sote,etsiz barbunya,"ic pilavi, eriste makarna","yogut, soda, mevsim salata"
2024-03-19,tuesday,guney,8.51,569,dinner,ezogelin corba,kori soslu pilic sote,karnibahar yemegi,"misirli pirinc pilavi, bulgur pilavi","gazoz, havuc tarator, meyve"
2024-03-20,wednesday,guney,4.9,475,dinner,cesmi nigar corba,kabak begendili kebap,sebze graten,"su boregi, nohutlu pirinc pilavi","meyve, mevsim salata, cevizli kadayif"
2024-03-21,thursday,guney,6.23,398,dinner,tarhana corba,sulu kofte,patlican yemegi,soslu makarna,"meyve, mevsim salata, pembe sultan"
2024-03-22,friday,guney,3.46,333,dinner,mahluta corba,dana haslama,sebze yemegi,eriste,"mevsim salata, yogurt, meyve"
2024-03-23,saturday,guney,5.18,154,dinner,bugday corba,cin usulu  tavuk sote,pirasa yemegi,"melek pilavi, sebzeli bulgur pilavi","ayran, meyve, mor salata"
2024-03-24,sunday,guney,10.78,6,dinner,sehriye corba,tas kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, yogurt, meyve"
2024-03-25,monday,guney,7.1,13,dinner,arpa sehriyeli corba,tavuk kulbasti,falafel,"eriste, meyhane pilavi","gazoz, mevsim salata, meyve"
2024-03-26,tuesday,guney,8.18,12,dinner,naneli yogurt corba,etli nohut,etsiz nohut,bulgur pilavi,"mevsim salata, portakalli gazoz, gullac"
2024-03-27,wednesday,guney,14.28,13,dinner,tarhana corba,hasanpasa kofte,patates graten,"nohutlu pilav, eriste","ayran, meyve, mevsim salata"
2024-03-28,thursday,guney,14.88,582,dinner,suzme mercimek corba,pilic topkapi,harput kofte,"zy. orbit fasulye, karisik kizartma","tulumba tatlisi, mevsim salata, meyve"
2024-03-29,friday,guney,12.95,498,dinner,andaloz corba,etli karisik dolma,zy.dolma,"soslu makarna, su boregi","mevsim salata, meyve, limonata"
2024-03-30,saturday,guney,19.53,282,dinner,antep corba,etli nohut,etsiz nohut,"bulgur pilavi, melek pilavi","tursu, fanta, gullac"
2024-03-31,sunday,guney,15.53,360,dinner,alaca corba,alinazik kebabi,zy.brokoli,bulgur pilavi,"fanta, mercimek kofte, meyve"
2024-04-01,monday,guney,16.03,765,dinner,toyga corba,cin usulu  tavuk sote,mucver,"penne makarna, melek pilavi","gazoz, supangle, salata"
2024-04-02,tuesday,guney,17.16,488,dinner,sehriye corba,orman kebabi,bezelye yemegi,"meyhane pilavi, misirli pirinc pilavi","limonata, salata, gullac"
2024-04-03,wednesday,guney,12.98,532,dinner,alaca corba,etli guvec,saksuka,"mercimekli bulgur pilavi, melek pilavi","salata, meyve, ayran"
2024-04-04,thursday,guney,10.43,428,dinner,antep corba,etli nohut,etsiz nohut,eristeli bulgur pilavi,"tursu, ayran, meyve"
2024-04-05,friday,guney,11.26,261,dinner,mahluta corba,kabak begendili kebap,zy. orbit fasulye,"bulgur pilavi, melek pilavi","lokma tatlisi, limonata, salata"
2024-04-06,saturday,guney,12.63,161,dinner,,cordon bleu,zy. kereviz,soslu makarna,"gazoz, salata, meyve"
2024-04-07,sunday,guney,10.91,67,dinner,safak corba,etli karisik dolma,zy.dolma,"gul boregi, zy.barbunya","salata, meyve, iki renkli muhallebi"
2024-04-08,monday,guney,10.63,77,dinner,mantar corba,kekikli misket kofte,patlican tava,"eriste, melek pilavi","komposto, mevsim salata, kisir"
2024-04-09,tuesday,guney,11.2,54,dinner,tarhana corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","mevsim salata, soda, cevizli kadayif"
2024-04-10,wednesday,guney,10.28,59,dinner,sehriye corba,izmir kofte,falafel,zy.barbunya,"yogurt, mevsim salata, brownie"
2024-04-11,thursday,guney,12.16,67,dinner,koylu corba,tavuk kok kanat,zy.mantar,"melek pilavi, soslu makarna","cilekli puding, meyve, mevsim salata"
2024-04-12,friday,guney,12.55,93,dinner,alaca corba,tas kebabi,falafel,"bulgur pilavi, melek pilavi","soda, mevsim salata, meyve"
2024-04-13,saturday,guney,12.48,106,dinner,antep corba,manisa kirkagac kofte,karnabahar yemegi,soslu makarna,"gazoz, meyve, muzlu puding"
2024-04-14,sunday,guney,14.11,168,dinner,vitamin corba,tepsi kebabi,zy. bruksel lahanasi,"su boregi, zerdecalli pirinc pilavi","kirmizi pancar salata, revani, meyve"
2024-04-15,monday,guney,16.25,499,dinner,domates corba,etli guvec,etsiz guvec,bulgur pilavi,"limonata, meyve, salata"
2024-04-16,tuesday,guney,20.08,502,dinner,safak corba,bahcivan kebabi,nohutlu kabak,"bulgur pilavi, napoliten soslu makarna","visne soslu muhallebi, mevsim salata, meyve"
2024-04-17,wednesday,guney,18.81,816,dinner,krutonlu mercimek corba,tavuk doner,mucver,kori soslu makarna,"gobek salata, limonata, meyve"
2024-04-18,thursday,guney,12.3,698,dinner,antep corba,nugget + patates,sebze buketi,"su boregi, soslu makarna","kabak borani, meyve, gazoz"
2024-04-19,friday,guney,11.53,318,dinner,mahluta corba,patlican oturtma,saksuka,eriste,"mozaik pasta, meyve, mevsim salata"
2024-04-20,saturday,guney,10.2,245,dinner,tarhana corba,etli manti,vegan manti,"zy. taze fasulye, zy. bruksel lahana","fanta, mevsim salata, kazandibi"
2024-04-21,sunday,guney,12.78,253,dinner,alaca corba,,zy. patlican dolma,"spagetti makarna, gul boregi","limonata, mevsim salata, meyve"
2024-04-22,monday,guney,13.61,365,dinner,sehriye corba,kiymali ispanak,ispanak yemegi,"eriste, su boregi","fanta, mevsim salata, kadayifli muhallebi"
2024-04-23,tuesday,guney,15.51,383,dinner,elvankiz corba,meksika soslu tavuk,nohutlu kabak,"kori soslu makarna, melek pilavi","gazoz, meyve, mevsim salata"
2024-04-24,wednesday,guney,19.61,595,dinner,domates corba,kiymali karnabahar,karnabahar graten,"soslu spagetti, su boregi","trilece, soda, mevsim salata"
2024-04-25,thursday,guney,17.23,431,dinner,sebze corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, yogurt, sekerpare"
2024-04-26,friday,guney,13.38,405,dinner,yayla corba,orman kebabi,bezelye yemegi,"melek pilavi, soslu makarna","mevsim salata, meyve, soda"
2024-04-27,saturday,guney,12.51,299,dinner,ezogelin corba,yayla soslu tavuk,zy.mantar,bulgur pilavi,"acili ezme, meyve, fanta"
2024-04-28,sunday,guney,13.38,192,dinner,krutonlu domates corba,etli bezelye,bezelye yemegi,meyhane pilavi,"misirli salata, soda, sutlac"
2024-04-29,monday,guney,13.01,496,dinner,ezogelin corba,adana kofte,mantar sote,soslu makarna,"mevsim salata, meyve, soda"
2024-04-30,tuesday,guney,13.66,389,dinner,antep corba,etli turlu,sebze yemegi,peynirli makarna,"ayran, soda, mevsim salata"
2024-05-01,wednesday,guney,12.63,202,dinner,mahluta corba,ciftlik kebabi,nohutlu kabak,"bulgur pilavi, misirli pirinc pilavi","cacik, meyve, salata"
2024-05-02,thursday,guney,14.26,412,dinner,ezogelin corba,etli nohut,etsiz nohut,bulgur pilavi,"tursu, sekerpare, yogurt"
2024-05-03,friday,guney,14.13,429,dinner,alaca corba,etli manti,vejetaryen manti,"saksuka, mucver","supangle, meyve, mercimek kofte"
2024-05-04,saturday,guney,12.58,191,dinner,antep corba,etli taze fasulye,zy.taze fasulye,"bulgur pilavi, gul boregi","salata, meyve, yogurt"
2024-05-05,sunday,guney,10.43,346,dinner,sehriye corba,kadinbudu kofte,zy. bruksel lahanasi,"soslu makarna, zy.barbunya","meyve, salata, gazoz"
2024-05-06,monday,guney,10.86,417,dinner,kremali kabak corba + vegan corba,nohutlu kiymali ispanak yemegi,nohutlu ispanak yemegi,"gul boregi, soslu makarna","mozaik pasta, meyve, limonata"
2024-05-07,tuesday,guney,15.13,726,dinner,safak corba,firin kofte,falafel,"soslu makarna, melek pilavi","ayran, salata, meyve"
2024-05-08,wednesday,guney,14.51,371,dinner,mantar corba,kiymali karnabahar,karnabahar yemegi,eriste,"kadayifli muhallebi, mevsim salata, meyve"
2024-05-09,thursday,guney,13.95,631,dinner,yayla corba,kekikli pilic kavurma,patates graten,soslu makarna,"tabule, ayran, soda"
2024-05-10,friday,guney,13.13,355,dinner,sehriye corba,etli kuru fasulye,etsiz kuru fasulye,"bulgur pilavi, melek pilavi","tursu, cacik, meyve"
2024-05-11,saturday,guney,11.38,241,dinner,koylu corba,eksili kofte,mucver,"eriste, tepsi boregi","soda, meyve, iki renkli muhallebi"
2024-05-12,sunday,guney,13.43,381,dinner,alaca corba,pilic special but,zy. bruksel lahanasi,"bulgur pilavi, ic pilavi","limonata, havuc tarator, meyve"
2024-05-13,monday,guney,10.58,329,dinner,antep corba,kiymali yesil mercimek,yesil mercimek yemegi,"eriste, kol boregi","soda, baklava, meyve"
2024-05-14,tuesday,guney,11.28,649,dinner,vitamin corba,mantar soslu tavuk sote,mantar sote,soslu makarna,"meyve suyu, kisir, meyve"
2024-05-15,wednesday,guney,12.05,377,dinner,naneli yogurt corba,etli barbunya,zy.barbunya,bulgur pilavi,"ayran, lokma tatlisi, tursu"
2024-05-16,thursday,guney,13.05,354,dinner,safak corba,kiymali ispanak,ispanak yemegi,"su boregi, eriste","meyve, mevsim salata, supangle"
2024-05-17,friday,guney,13.88,392,dinner,naneli yogurt corba,ciftlik kebabi,zy. taze fasulye,bulgur pilavi,"yogurt, mevsim salata, hayrabolu tatlisi, vegan tatli"
2024-05-18,saturday,guney,14.61,309,dinner,alaca corba,pilic kofte,karnabahar yemegi,"soslu makarna, melek pilavi","limonata, meyve, havuc borani"
2024-05-19,sunday,guney,14.28,181,dinner,antep corba,kiymali yesil mercimek,yesil mercimek yemegi,"kuskus makarna, gul boregi","zerde, mevsim salata, meyve"
2024-05-20,monday,guney,14.63,330,dinner,koylu corba,kis turlusu,sebze sote,"meyhane pilavi, melek pilavi","cacik, meyve, tulumba tatlisi, vegan tatli"
2024-05-21,tuesday,guney,14.83,434,dinner,yayla corba,nohutlu misket kofte,etsiz nohut,"penne makarna, pirinc pilavi","limonata, mevsim salata, cig kofte"
2024-05-22,wednesday,guney,15.63,315,dinner,mahluta corba,sucuklu kuru fasulye,etsiz kuru fasulye,"meyhane pilavi, melek pilavi","tursu, kazandibi, meyve"
2024-05-23,thursday,guney,15.03,203,dinner,anadolu corbasi,kiymali ispanak,ispanak yemegi,"kol boregi, spagetti makarna","gazoz, mevsim salata, meyve"
2024-05-24,friday,guney,15.58,400,dinner,andaloz corba,cin usulu  tavuk sote,falafel,"misirli pirinc pilavi, spagetti makarna","gazoz, mevsim salata, cilekli puding"
2024-05-25,saturday,guney,15.98,276,dinner,sebze corba,patates oturtma,patates yemegi,"soslu makarna, pirinc pilavi","haydari, mevsim salata, meyve"
2024-05-26,sunday,guney,15.18,313,dinner,safak corba,tavuk doner,nohutlu kabak,"bulgur pilavi, pirinc pilavi","ayran, mevsim salata, meyve"
2024-05-27,monday,guney,14.53,299,dinner,koy corbasi,etli turlu,sebze yemegi,"su boregi, pirinc pilavi","cevizli kadayif, yogurt, limonata"
2024-05-28,tuesday,guney,15.63,343,dinner,krutonlu domates corba,patlican oturtma,patlican tava,"melek pilavi, bulgur pilavi","cacik, mevsim salata, revani, vegan tatli"
2024-05-29,wednesday,guney,18.94,344,dinner,mantar corba,etli bezelye,bezelye yemegi,"bulgur pilavi, pirinc pilavi","yogurt, meyve, sutlac"
2024-05-30,thursday,guney,20.25,363,dinner,cennet corba,et sote,nohutlu kabak,"zerdecalli pirinc pilavi, meyhane pilavi","soda, kabak borani, meyve"
2024-05-31,friday,guney,21.36,294,dinner,antep corba,orman kebabi,bezelye yemegi,"bulgur pilavi, pirinc pilavi","yogurt, meyve, supangle, vegan tatli"
2024-06-01,saturday,guney,23.38,468,dinner,domates corba,kori soslu tavuk sote,sebze buketi,"soslu makarna, melek pilavi","meyve, salata, soda"
2024-06-02,sunday,guney,23.4,272,dinner,yayla corba,ciftlik kofte,nohutlu kabak,"bulgur pilavi, melek pilavi","ayran, meyve, salata"
2024-06-03,monday,guney,24.06,355,dinner,ezogelin corba,etli manti,vegan manti,"zeytinyagli barbunya, saksuka","muzlu puding, meyve, coban salata"
2024-06-04,tuesday,guney,27.48,306,dinner,ezogelin corba,etli mantar sote,mantar sote,"soslu makarna, yesil mercimekli bulgur pilavi","meyve suyu, salata, tulumba tatlisi"
2024-06-05,wednesday,guney,23.23,321,dinner,tarhana corba,etli patlican dolma,zy. patlican dolma,"gul boregi, soslu makarna","sutlu irmik tatli, meyve, soda"
2024-06-06,thursday,guney,22.2,263,dinner,mahluta corba,rosto kofte,zy. bamya,"pirinc pilavi, eriste","ayran, salata, meyve"
2024-06-07,friday,guney,21.56,283,dinner,domates corba,pilic kulbasti,patates graten,"penne makarna, misirli pirinc pilavi","soda, meyve, havuc tarator"
2024-06-08,saturday,guney,21.36,123,dinner,koylu corba,pilicli patlican kebap,imambayildi,"kuskus, pirinc pilavi","cacik, meyve, zerde tatlisi"
2024-06-09,sunday,guney,21.69,46,dinner,anadolu corbasi,etli taze fasulye,zy. taze fasulye,"pirinc pilavi, bulgur pilavi","fanta, meyve, visne soslu muhallebi"
2024-06-10,monday,guney,23.4,62,dinner,antep corba,kiymali ispanak,ispanak yemegi,"eriste, su boregi","kazandibi, meyve, gazoz"
2024-06-11,tuesday,guney,28.7,82,dinner,mantar corba,kiymali patates oturtma,etsiz patates yemegi,"soslu spagetti, melek pilavi","dondurma, mercimek kofte, limonata"
